!!SBtab	SBtabVersion='1.0'  TableType='QuantityMatrix'  TableName='E19'  TableTitle=''  Document='MGluR'		
!TimePoint	!Time	>Y10	SD_Y10
E19T0	0	1	1
E19T1	0.1	1	1
E19T2	0.2	1	1
E19T3	0.3	1	1
E19T4	0.4	1	1
E19T5	0.5	1	1
E19T6	0.6	1	1
E19T7	0.7	1	1
E19T8	0.8	1	1
E19T9	0.9	1	1
E19T10	1	1	1
E19T11	1.1	1	1
E19T12	1.2	1	1
E19T13	1.3	1	1
E19T14	1.4	1	1
E19T15	1.5	1	1
E19T16	1.6	1	1
E19T17	1.7	1	1
E19T18	1.8	1	1
E19T19	1.9	1	1
E19T20	2	1	1
E19T21	2.1	1	1
E19T22	2.2	1	1
E19T23	2.3	1	1
E19T24	2.4	1	1
E19T25	2.5	1	1
E19T26	2.6	1	1
E19T27	2.7	1	1
E19T28	2.8	1	1
E19T29	2.9	1	1
E19T30	3	1	1
E19T31	3.1	1	1
E19T32	3.2	1	1
E19T33	3.3	1	1
E19T34	3.4	1	1
E19T35	3.5	1	1
E19T36	3.6	1	1
E19T37	3.7	1	1
E19T38	3.8	1	1
E19T39	3.9	1	1
E19T40	4	1	1
E19T41	4.1	1	1
E19T42	4.2	1	1
E19T43	4.3	1	1
E19T44	4.4	1	1
E19T45	4.5	1	1
E19T46	4.6	1	1
E19T47	4.7	1	1
E19T48	4.8	1	1
E19T49	4.9	1	1
E19T50	100	0.9245	0.42322
E19T51	100.1	0.9245	0.42322
E19T52	100.2	0.9245	0.42322
E19T53	100.3	0.9245	0.42322
E19T54	100.4	0.9245	0.42322
E19T55	100.5	0.9245	0.42322
E19T56	100.6	0.9245	0.42322
E19T57	100.7	0.9245	0.42322
E19T58	100.8	0.9245	0.42322
E19T59	100.9	0.9245	0.42322
E19T60	101	0.9245	0.42322
E19T61	101.1	0.9245	0.42322
E19T62	101.2	0.9245	0.42322
E19T63	101.3	0.9245	0.42322
E19T64	101.4	0.9245	0.42322
E19T65	101.5	0.9245	0.42322
E19T66	101.6	0.9245	0.42322
E19T67	101.7	0.9245	0.42322
E19T68	101.8	0.9245	0.42322
E19T69	101.9	0.9245	0.42322
E19T70	102	0.9245	0.42322
E19T71	102.1	0.9245	0.42322
E19T72	102.2	0.9245	0.42322
E19T73	102.3	0.9245	0.42322
E19T74	102.4	0.9245	0.42322
E19T75	102.5	0.9245	0.42322
E19T76	102.6	0.9245	0.42322
E19T77	102.7	0.9245	0.42322
E19T78	102.8	0.9245	0.42322
E19T79	102.9	0.9245	0.42322
E19T80	103	0.9245	0.42322
E19T81	103.1	0.9245	0.42322
E19T82	103.2	0.9245	0.42322
E19T83	103.3	0.9245	0.42322
E19T84	103.4	0.9245	0.42322
E19T85	103.5	0.9245	0.42322
E19T86	103.6	0.9245	0.42322
E19T87	103.7	0.9245	0.42322
E19T88	103.8	0.9245	0.42322
E19T89	103.9	0.9245	0.42322
E19T90	104	0.9245	0.42322
E19T91	104.1	0.9245	0.42322
E19T92	104.2	0.9245	0.42322
E19T93	104.3	0.9245	0.42322
E19T94	104.4	0.9245	0.42322
E19T95	200	0.78218	0.59855
E19T96	200.1	0.78218	0.59855
E19T97	200.2	0.78218	0.59855
E19T98	200.3	0.78218	0.59855
E19T99	200.4	0.78218	0.59855
E19T100	200.5	0.78218	0.59855
E19T101	200.6	0.78218	0.59855
E19T102	200.7	0.78218	0.59855
E19T103	200.8	0.78218	0.59855
E19T104	200.9	0.78218	0.59855
E19T105	201	0.78218	0.59855
E19T106	201.1	0.78218	0.59855
E19T107	201.2	0.78218	0.59855
E19T108	201.3	0.78218	0.59855
E19T109	201.4	0.78218	0.59855
E19T110	201.5	0.78218	0.59855
E19T111	201.6	0.78218	0.59855
E19T112	201.7	0.78218	0.59855
E19T113	201.8	0.78218	0.59855
E19T114	201.9	0.78218	0.59855
E19T115	202	0.78218	0.59855
E19T116	202.1	0.78218	0.59855
E19T117	202.2	0.78218	0.59855
E19T118	202.3	0.78218	0.59855
E19T119	202.4	0.78218	0.59855
E19T120	202.5	0.78218	0.59855
E19T121	202.6	0.78218	0.59855
E19T122	202.7	0.78218	0.59855
E19T123	202.8	0.78218	0.59855
E19T124	202.9	0.78218	0.59855
E19T125	203	0.78218	0.59855
E19T126	203.1	0.78218	0.59855
E19T127	203.2	0.78218	0.59855
E19T128	203.3	0.78218	0.59855
E19T129	203.4	0.78218	0.59855
E19T130	203.5	0.78218	0.59855
E19T131	203.6	0.78218	0.59855
E19T132	203.7	0.78218	0.59855
E19T133	203.8	0.78218	0.59855
E19T134	203.9	0.78218	0.59855
E19T135	204	0.78218	0.59855
E19T136	204.1	0.78218	0.59855
E19T137	204.2	0.78218	0.59855
E19T138	204.3	0.78218	0.59855
E19T139	204.4	0.78218	0.59855
E19T140	204.5	0.78218	0.59855
E19T141	204.6	0.78218	0.59855
E19T142	204.7	0.78218	0.59855
E19T143	204.8	0.78218	0.59855
E19T144	204.9	0.78218	0.59855
E19T145	400	0.47401	0.84039
E19T146	400.1	0.47401	0.84039
E19T147	400.2	0.47401	0.84039
E19T148	400.3	0.47401	0.84039
E19T149	400.4	0.47401	0.84039
E19T150	400.5	0.47401	0.84039
E19T151	400.6	0.47401	0.84039
E19T152	400.7	0.47401	0.84039
E19T153	400.8	0.47401	0.84039
E19T154	400.9	0.47401	0.84039
E19T155	401	0.47401	0.84039
E19T156	401.1	0.47401	0.84039
E19T157	401.2	0.47401	0.84039
E19T158	401.3	0.47401	0.84039
E19T159	401.4	0.47401	0.84039
E19T160	401.5	0.47401	0.84039
E19T161	401.6	0.47401	0.84039
E19T162	401.7	0.47401	0.84039
E19T163	401.8	0.47401	0.84039
E19T164	401.9	0.47401	0.84039
E19T165	402	0.47401	0.84039
E19T166	402.1	0.47401	0.84039
E19T167	402.2	0.47401	0.84039
E19T168	402.3	0.47401	0.84039
E19T169	402.4	0.47401	0.84039
E19T170	402.5	0.47401	0.84039
E19T171	402.6	0.47401	0.84039
E19T172	402.7	0.47401	0.84039
E19T173	402.8	0.47401	0.84039
E19T174	402.9	0.47401	0.84039
E19T175	403	0.47401	0.84039
E19T176	403.1	0.47401	0.84039
E19T177	403.2	0.47401	0.84039
E19T178	403.3	0.47401	0.84039
E19T179	403.4	0.47401	0.84039
E19T180	403.5	0.47401	0.84039
E19T181	403.6	0.47401	0.84039
E19T182	403.7	0.47401	0.84039
E19T183	403.8	0.47401	0.84039
E19T184	403.9	0.47401	0.84039
E19T185	404	0.47401	0.84039
E19T186	404.1	0.47401	0.84039
E19T187	404.2	0.47401	0.84039
E19T188	404.3	0.47401	0.84039
E19T189	404.4	0.47401	0.84039
E19T190	404.5	0.47401	0.84039
E19T191	404.6	0.47401	0.84039
E19T192	404.7	0.47401	0.84039
E19T193	404.8	0.47401	0.84039
E19T194	404.9	0.47401	0.84039
E19T195	600	0.19554	0.88271
E19T196	600.1	0.19554	0.88271
E19T197	600.2	0.19554	0.88271
E19T198	600.3	0.19554	0.88271
E19T199	600.4	0.19554	0.88271
E19T200	600.5	0.19554	0.88271
E19T201	600.6	0.19554	0.88271
E19T202	600.7	0.19554	0.88271
E19T203	600.8	0.19554	0.88271
E19T204	600.9	0.19554	0.88271
E19T205	601	0.19554	0.88271
E19T206	601.1	0.19554	0.88271
E19T207	601.2	0.19554	0.88271
E19T208	601.3	0.19554	0.88271
E19T209	601.4	0.19554	0.88271
E19T210	601.5	0.19554	0.88271
E19T211	601.6	0.19554	0.88271
E19T212	601.7	0.19554	0.88271
E19T213	601.8	0.19554	0.88271
E19T214	601.9	0.19554	0.88271
E19T215	602	0.19554	0.88271
E19T216	602.1	0.19554	0.88271
E19T217	602.2	0.19554	0.88271
E19T218	602.3	0.19554	0.88271
E19T219	602.4	0.19554	0.88271
E19T220	602.5	0.19554	0.88271
E19T221	602.6	0.19554	0.88271
E19T222	602.7	0.19554	0.88271
E19T223	602.8	0.19554	0.88271
E19T224	602.9	0.19554	0.88271
E19T225	603	0.19554	0.88271
E19T226	603.1	0.19554	0.88271
E19T227	603.2	0.19554	0.88271
E19T228	603.3	0.19554	0.88271
E19T229	603.4	0.19554	0.88271
E19T230	603.5	0.19554	0.88271
E19T231	603.6	0.19554	0.88271
E19T232	603.7	0.19554	0.88271
E19T233	603.8	0.19554	0.88271
E19T234	603.9	0.19554	0.88271
E19T235	604	0.19554	0.88271
E19T236	604.1	0.19554	0.88271
E19T237	604.2	0.19554	0.88271
E19T238	604.3	0.19554	0.88271
E19T239	604.4	0.19554	0.88271
E19T240	604.5	0.19554	0.88271
E19T241	604.6	0.19554	0.88271
E19T242	604.7	0.19554	0.88271
E19T243	604.8	0.19554	0.88271
E19T244	604.9	0.19554	0.88271
E19T245	800	0	0.39903
E19T246	800.1	0	0.39903
E19T247	800.2	0	0.39903
E19T248	800.3	0	0.39903
E19T249	800.4	0	0.39903
E19T250	800.5	0	0.39903
E19T251	800.6	0	0.39903
E19T252	800.7	0	0.39903
E19T253	800.8	0	0.39903
E19T254	800.9	0	0.39903
E19T255	801	0	0.39903
E19T256	801.1	0	0.39903
E19T257	801.2	0	0.39903
E19T258	801.3	0	0.39903
E19T259	801.4	0	0.39903
E19T260	801.5	0	0.39903
E19T261	801.6	0	0.39903
E19T262	801.7	0	0.39903
E19T263	801.8	0	0.39903
E19T264	801.9	0	0.39903
E19T265	802	0	0.39903
E19T266	802.1	0	0.39903
E19T267	802.2	0	0.39903
E19T268	802.3	0	0.39903
E19T269	802.4	0	0.39903
E19T270	802.5	0	0.39903
E19T271	802.6	0	0.39903
E19T272	802.7	0	0.39903
E19T273	802.8	0	0.39903
E19T274	802.9	0	0.39903
E19T275	803	0	0.39903
E19T276	803.1	0	0.39903
E19T277	803.2	0	0.39903
E19T278	803.3	0	0.39903
E19T279	803.4	0	0.39903
E19T280	803.5	0	0.39903
E19T281	803.6	0	0.39903
E19T282	803.7	0	0.39903
E19T283	803.8	0	0.39903
E19T284	803.9	0	0.39903
E19T285	804	0	0.39903
E19T286	804.1	0	0.39903
E19T287	804.2	0	0.39903
E19T288	804.3	0	0.39903
E19T289	804.4	0	0.39903
E19T290	804.5	0	0.39903
E19T291	804.6	0	0.39903
E19T292	804.7	0	0.39903
E19T293	804.8	0	0.39903
E19T294	804.9	0	0.39903
E19T295	1000	0	1
E19T296	1000.1	0	1
E19T297	1000.2	0	1
E19T298	1000.3	0	1
E19T299	1000.4	0	1
E19T300	1000.5	0	1
E19T301	1000.6	0	1
E19T302	1000.7	0	1
E19T303	1000.8	0	1
E19T304	1000.9	0	1
E19T305	1001	0	1
E19T306	1001.1	0	1
E19T307	1001.2	0	1
E19T308	1001.3	0	1
E19T309	1001.4	0	1
E19T310	1001.5	0	1
E19T311	1001.6	0	1
E19T312	1001.7	0	1
E19T313	1001.8	0	1
E19T314	1001.9	0	1
E19T315	1002	0	1
E19T316	1002.1	0	1
E19T317	1002.2	0	1
E19T318	1002.3	0	1
E19T319	1002.4	0	1
E19T320	1002.5	0	1
E19T321	1002.6	0	1
E19T322	1002.7	0	1
E19T323	1002.8	0	1
E19T324	1002.9	0	1
E19T325	1003	0	1
E19T326	1003.1	0	1
E19T327	1003.2	0	1
E19T328	1003.3	0	1
E19T329	1003.4	0	1
E19T330	1003.5	0	1
E19T331	1003.6	0	1
E19T332	1003.7	0	1
E19T333	1003.8	0	1
E19T334	1003.9	0	1
E19T335	1004	0	1
E19T336	1004.1	0	1
E19T337	1004.2	0	1
E19T338	1004.3	0	1
E19T339	1004.4	0	1
E19T340	1004.5	0	1
E19T341	1004.6	0	1
E19T342	1004.7	0	1
E19T343	1004.8	0	1
E19T344	1004.9	0	1
