!!SBtab	SBtabVersion='1.0'  TableType='QuantityMatrix'  TableName='E6'  TableTitle=''  Document='MGluR'					
!TimePoint	!Time	>Y5	SD_Y5	>Y6	SD_Y6	
E6T175	300.5	0.24045	0.05	0.56393	0.05	400.5
E6T176	300.52	0.24045	0.05	0.56393	0.05	400.52
E6T177	300.54	0.24045	0.05	0.56393	0.05	400.54
E6T178	300.56	0.24045	0.05	0.56393	0.05	400.56
E6T179	300.58	0.24045	0.05	0.56393	0.05	400.58
E6T180	300.6	0.24045	0.05	0.56393	0.05	400.6
E6T181	300.62	0.24045	0.05	0.56393	0.05	400.62
E6T182	300.64	0.24045	0.05	0.56393	0.05	400.64
E6T183	300.66	0.24045	0.05	0.56393	0.05	400.66
E6T184	300.68	0.24045	0.05	0.56393	0.05	400.68
E6T185	300.7	0.24045	0.05	0.56393	0.05	400.7
E6T186	300.72	0.24045	0.05	0.56393	0.05	400.72
E6T187	300.74	0.24045	0.05	0.56393	0.05	400.74
E6T188	300.76	0.24045	0.05	0.56393	0.05	400.76
E6T189	300.78	0.24045	0.05	0.56393	0.05	400.78
E6T190	300.8	0.24045	0.05	0.56393	0.05	400.8
E6T191	300.82	0.24045	0.05	0.56393	0.05	400.82
E6T192	300.84	0.24045	0.05	0.56393	0.05	400.84
E6T193	300.86	0.24045	0.05	0.56393	0.05	400.86
E6T194	300.88	0.24045	0.05	0.56393	0.05	400.88
E6T195	300.9	0.24045	0.05	0.56393	0.05	400.9
E6T196	300.92	0.24045	0.05	0.56393	0.05	400.92
E6T197	300.94	0.24045	0.05	0.56393	0.05	400.94
E6T198	300.96	0.24045	0.05	0.56393	0.05	400.96
E6T199	300.98	0.24045	0.05	0.56393	0.05	400.98
E6T200	400	0.76264	0.05	0.15714	0.05	500
E6T201	400.02	0.76264	0.05	0.15714	0.05	500.02
E6T202	400.04	0.76264	0.05	0.15714	0.05	500.04
E6T203	400.06	0.76264	0.05	0.15714	0.05	500.06
E6T204	400.08	0.76264	0.05	0.15714	0.05	500.08
E6T205	400.1	0.76264	0.05	0.15714	0.05	500.1
E6T206	400.12	0.76264	0.05	0.15714	0.05	500.12
E6T207	400.14	0.76264	0.05	0.15714	0.05	500.14
E6T208	400.16	0.76264	0.05	0.15714	0.05	500.16
E6T209	400.18	0.76264	0.05	0.15714	0.05	500.18
E6T210	400.2	0.76264	0.05	0.15714	0.05	500.2
E6T211	400.22	0.76264	0.05	0.15714	0.05	500.22
E6T212	400.24	0.76264	0.05	0.15714	0.05	500.24
E6T213	400.26	0.76264	0.05	0.15714	0.05	500.26
E6T214	400.28	0.76264	0.05	0.15714	0.05	500.28
E6T215	400.3	0.76264	0.05	0.15714	0.05	500.3
E6T216	400.32	0.76264	0.05	0.15714	0.05	500.32
E6T217	400.34	0.76264	0.05	0.15714	0.05	500.34
E6T218	400.36	0.76264	0.05	0.15714	0.05	500.36
E6T219	400.38	0.76264	0.05	0.15714	0.05	500.38
E6T220	400.4	0.76264	0.05	0.15714	0.05	500.4
E6T221	400.42	0.76264	0.05	0.15714	0.05	500.42
E6T222	400.44	0.76264	0.05	0.15714	0.05	500.44
E6T223	400.46	0.76264	0.05	0.15714	0.05	500.46
E6T224	400.48	0.76264	0.05	0.15714	0.05	500.48
E6T225	400.5	0.76264	0.05	0.15714	0.05	500.5
E6T226	400.52	0.76264	0.05	0.15714	0.05	500.52
E6T227	400.54	0.76264	0.05	0.15714	0.05	500.54
E6T228	400.56	0.76264	0.05	0.15714	0.05	500.56
E6T229	400.58	0.76264	0.05	0.15714	0.05	500.58
E6T230	400.6	0.76264	0.05	0.15714	0.05	500.6
E6T231	400.62	0.76264	0.05	0.15714	0.05	500.62
E6T232	400.64	0.76264	0.05	0.15714	0.05	500.64
E6T233	400.66	0.76264	0.05	0.15714	0.05	500.66
E6T234	400.68	0.76264	0.05	0.15714	0.05	500.68
E6T235	400.7	0.76264	0.05	0.15714	0.05	500.7
E6T236	400.72	0.76264	0.05	0.15714	0.05	500.72
E6T237	400.74	0.76264	0.05	0.15714	0.05	500.74
E6T238	400.76	0.76264	0.05	0.15714	0.05	500.76
E6T239	400.78	0.76264	0.05	0.15714	0.05	500.78
E6T240	400.8	0.76264	0.05	0.15714	0.05	500.8
E6T241	400.82	0.76264	0.05	0.15714	0.05	500.82
E6T242	400.84	0.76264	0.05	0.15714	0.05	500.84
E6T243	400.86	0.76264	0.05	0.15714	0.05	500.86
E6T244	400.88	0.76264	0.05	0.15714	0.05	500.88
E6T245	400.9	0.76264	0.05	0.15714	0.05	500.9
E6T246	400.92	0.76264	0.05	0.15714	0.05	500.92
E6T247	400.94	0.76264	0.05	0.15714	0.05	500.94
E6T248	400.96	0.76264	0.05	0.15714	0.05	500.96
E6T249	400.98	0.76264	0.05	0.15714	0.05	500.98
E6T250	500	0.94324	0.05	0	0.05	600
E6T251	500.02	0.94324	0.05	0	0.05	600.02
E6T252	500.04	0.94324	0.05	0	0.05	600.04
E6T253	500.06	0.94324	0.05	0	0.05	600.06
E6T254	500.08	0.94324	0.05	0	0.05	600.08
E6T255	500.1	0.94324	0.05	0	0.05	600.1
E6T256	500.12	0.94324	0.05	0	0.05	600.12
E6T257	500.14	0.94324	0.05	0	0.05	600.14
E6T258	500.16	0.94324	0.05	0	0.05	600.16
E6T259	500.18	0.94324	0.05	0	0.05	600.18
E6T260	500.2	0.94324	0.05	0	0.05	600.2
E6T261	500.22	0.94324	0.05	0	0.05	600.22
E6T262	500.24	0.94324	0.05	0	0.05	600.24
E6T263	500.26	0.94324	0.05	0	0.05	600.26
E6T264	500.28	0.94324	0.05	0	0.05	600.28
E6T265	500.3	0.94324	0.05	0	0.05	600.3
E6T266	500.32	0.94324	0.05	0	0.05	600.32
E6T267	500.34	0.94324	0.05	0	0.05	600.34
E6T268	500.36	0.94324	0.05	0	0.05	600.36
E6T269	500.38	0.94324	0.05	0	0.05	600.38
E6T270	500.4	0.94324	0.05	0	0.05	600.4
E6T271	500.42	0.94324	0.05	0	0.05	600.42
E6T272	500.44	0.94324	0.05	0	0.05	600.44
E6T273	500.46	0.94324	0.05	0	0.05	600.46
E6T274	500.48	0.94324	0.05	0	0.05	600.48
E6T275	500.5	0.94324	0.05	0	0.05	600.5
E6T276	500.52	0.94324	0.05	0	0.05	600.52
E6T277	500.54	0.94324	0.05	0	0.05	600.54
E6T278	500.56	0.94324	0.05	0	0.05	600.56
E6T279	500.58	0.94324	0.05	0	0.05	600.58
E6T280	500.6	0.94324	0.05	0	0.05	600.6
E6T281	500.62	0.94324	0.05	0	0.05	600.62
E6T282	500.64	0.94324	0.05	0	0.05	600.64
E6T283	500.66	0.94324	0.05	0	0.05	600.66
E6T284	500.68	0.94324	0.05	0	0.05	600.68
