!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E0' 'TableTitle='' Document='MGLuRd'		
!TimePoint	!Time	>Y0	SD_Y0
E0T63	2.1	0	0.001
E0T64	2.12	0.063202	0.0056611
E0T65	2.14	0.11566	0.0094614
E0T66	2.16	0.15921	0.011893
E0T67	2.18	0.19538	0.013331
E0T68	2.2	0.22542	0.014064
E0T69	2.22	0.25039	0.014308
E0T70	2.24	0.27115	0.014226
E0T71	2.26	0.28841	0.013941
E0T72	2.28	0.30276	0.01354
E0T73	2.3	0.3147	0.013088
E0T74	2.32	0.32464	0.012629
E0T75	2.34	0.33292	0.012192
E0T76	2.36	0.33981	0.011794
E0T77	2.38	0.34554	0.011446
E0T78	2.4	0.35032	0.011149
E0T79	2.42	0.35431	0.010902
E0T80	2.44	0.35763	0.010701
E0T81	2.46	0.3604	0.010542
E0T82	2.48	0.36271	0.010417
E0T83	2.5	0.36464	0.010321
E0T84	2.52	0.36625	0.010248
E0T85	2.54	0.36759	0.010194
E0T86	2.56	0.36871	0.010154
E0T87	2.58	0.36965	0.010126
E0T88	2.6	0.37043	0.010106
E0T89	2.62	0.37108	0.010093
E0T90	2.64	0.37163	0.010084
E0T91	2.66	0.37208	0.010079
E0T92	2.68	0.37247	0.010076
E0T93	2.7	0.37279	0.010074
E0T94	2.72	0.37305	0.010074
E0T95	2.74	0.37328	0.010075
E0T96	2.76	0.37346	0.010076
E0T97	2.78	0.37362	0.010077
E0T98	2.8	0.37375	0.010078
E0T99	2.82	0.37386	0.01008
E0T100	2.84	0.37395	0.010081
E0T101	2.86	0.37403	0.010082
E0T102	2.88	0.3741	0.010084
E0T103	2.9	0.37415	0.010085
E0T104	2.92	0.3742	0.010086
E0T105	2.94	0.37423	0.010086
E0T106	2.96	0.37427	0.010087
E0T107	2.98	0.37429	0.010088
E0T108	3	0.37431	0.010088
E0T109	3.02	0.24353	0.013162
E0T110	3.04	0.15879	0.015296
E0T111	3.06	0.10375	0.014493
E0T112	3.08	0.067928	0.012418
E0T113	3.1	0.044561	0.01005
E0T114	3.12	0.029286	0.0078456
E0T115	3.14	0.019283	0.0059778
E0T116	3.16	0.012718	0.0044766
E0T117	3.18	0.0084023	0.0033102
E0T118	3.2	0.0055598	0.0024244
E0T119	3.22	0.0036844	0.0017626
E0T120	3.24	0.002445	0.0012742
E0T121	3.26	0.0016246	0.001
E0T122	3.28	0.0010807	0.001
E0T123	3.3	0.00071969	0.001
E0T124	3.32	0.00047966	0.001
E0T125	3.34	0.0003199	0.001
E0T126	3.36	0.00021344	0.001
E0T127	3.38	0.00014244	0.001
E0T128	3.4	9.5044e-05	0.001
E0T129	3.42	6.3394e-05	0.001
E0T130	3.44	4.2253e-05	0.001
E0T131	3.46	2.8134e-05	0.001
E0T132	3.48	1.8709e-05	0.001
E0T133	3.5	1.2423e-05	0.001
E0T134	3.52	8.2336e-06	0.001
E0T135	3.54	5.4467e-06	0.001
E0T136	3.56	3.5958e-06	0.001
E0T137	3.58	2.369e-06	0.001
E0T138	3.6	1.5573e-06	0.001
E0T139	3.62	1.0216e-06	0.001
E0T140	3.64	6.6886e-07	0.001
E0T141	3.66	4.3715e-07	0.001
E0T142	3.68	2.8522e-07	0.001
E0T143	3.7	1.8577e-07	0.001
E0T144	3.72	1.2082e-07	0.001
E0T145	3.74	7.8491e-08	0.001
E0T146	3.76	5.0952e-08	0.001
E0T147	3.78	3.3044e-08	0.001
E0T148	3.8	2.1414e-08	0.001
E0T149	3.82	1.3876e-08	0.001
E0T150	3.84	8.9881e-09	0.001
E0T151	3.86	5.8239e-09	0.001
E0T152	3.88	3.774e-09	0.001
E0T153	3.9	2.4482e-09	0.001
E0T154	3.92	1.5886e-09	0.001
E0T155	3.94	1.0308e-09	0.001
E0T156	3.96	6.6942e-10	0.001
E0T157	3.98	4.3504e-10	0.001
E0T158	4	0	0.001
E0T159	4.02	0	0.001
E0T160	4.04	0	0.001
E0T161	4.06	0	0.001
E0T162	4.08	0	0.001
E0T163	4.1	0	0.001
E0T164	4.12	0.15356	0.014968
E0T165	4.14	0.26777	0.022253
E0T166	4.16	0.35282	0.024919
E0T167	4.18	0.41621	0.024936
E0T168	4.2	0.46352	0.023552
E0T169	4.22	0.49886	0.021542
E0T170	4.24	0.52529	0.019375
E0T171	4.26	0.54507	0.017322
E0T172	4.28	0.55989	0.015524
E0T173	4.3	0.571	0.014039
E0T174	4.32	0.57935	0.012872
E0T175	4.34	0.58562	0.011993
E0T176	4.36	0.59034	0.011357
E0T177	4.38	0.59389	0.010912
E0T178	4.4	0.59656	0.010609
E0T179	4.42	0.59858	0.010409
E0T180	4.44	0.6001	0.010279
E0T181	4.46	0.60125	0.010196
E0T182	4.48	0.60212	0.010144
E0T183	4.5	0.60277	0.010112
E0T184	4.52	0.60327	0.010093
E0T185	4.54	0.60365	0.010082
E0T186	4.56	0.60394	0.010075
E0T187	4.58	0.60415	0.010072
E0T188	4.6	0.60432	0.01007
E0T189	4.62	0.60444	0.010069
E0T190	4.64	0.60454	0.010069
E0T191	4.66	0.60461	0.010069
E0T192	4.68	0.60467	0.010069
E0T193	4.7	0.60471	0.010069
E0T194	4.72	0.60474	0.01007
E0T195	4.74	0.60476	0.01007
E0T196	4.76	0.60478	0.01007
E0T197	4.78	0.6048	0.01007
E0T198	4.8	0.60481	0.01007
E0T199	4.82	0.60482	0.01007
E0T200	4.84	0.60482	0.010071
E0T201	4.86	0.60483	0.010071
E0T202	4.88	0.60483	0.010071
E0T203	4.9	0.60483	0.010071
E0T204	4.92	0.60484	0.010071
E0T205	4.94	0.60484	0.010071
E0T206	4.96	0.60484	0.010071
E0T207	4.98	0.60484	0.010071
E0T208	5	0.60484	0.010071
E0T209	5.02	0.38607	0.020807
E0T210	5.04	0.24708	0.025264
E0T211	5.06	0.15852	0.023798
E0T212	5.08	0.10196	0.020102
E0T213	5.1	0.065731	0.016005
E0T214	5.12	0.042473	0.012286
	5.14	0.027505	0.0092047
E0T257	5.16	0.017851	0.0067795
E0T258	5.18	0.011609	0.0049317
E0T259	5.2	0.0075649	0.0035545
E0T260	5.22	0.0049394	0.002544
E0T261	5.24	0.0032313	0.001811
E0T262	5.26	0.0021178	0.0012839
E0T263	5.28	0.0013905	0.001
E0T264	5.3	0.00091462	0.001
E0T265	5.32	0.00060264	0.001
E0T266	5.34	0.00039774	0.001
E0T267	5.36	0.00026294	0.001
E0T268	5.38	0.00017411	0.001
E0T269	5.4	0.00011547	0.001
E0T270	5.42	7.6696e-05	0.001
E0T271	5.44	5.1019e-05	0.001
E0T272	5.46	3.3989e-05	0.001
E0T273	5.48	2.2676e-05	0.001
E0T274	5.5	1.515e-05	0.001
E0T275	5.52	1.0135e-05	0.001
E0T276	5.54	6.7901e-06	0.001
E0T277	5.56	4.5549e-06	0.001
E0T278	5.58	3.0595e-06	0.001
E0T279	5.6	2.0577e-06	0.001
E0T280	5.62	1.3856e-06	0.001
E0T281	5.64	9.342e-07	0.001
E0T282	5.66	6.3062e-07	0.001
E0T283	5.68	4.2619e-07	0.001
E0T284	5.7	2.8836e-07	0.001
E0T285	5.72	1.9533e-07	0.001
E0T286	5.74	1.3246e-07	0.001
E0T287	5.76	8.9927e-08	0.001
E0T288	5.78	6.1116e-08	0.001
E0T289	5.8	4.1579e-08	0.001
E0T290	5.82	2.8317e-08	0.001
E0T291	5.84	1.9305e-08	0.001
E0T292	5.86	1.3174e-08	0.001
E0T293	5.88	8.9992e-09	0.001
E0T294	5.9	6.1533e-09	0.001
E0T295	5.92	4.2114e-09	0.001
E0T296	5.94	2.885e-09	0.001
E0T297	5.96	1.9783e-09	0.001
E0T298	5.98	1.3577e-09	0.001
E0T299	6	0	0.001
E0T300	6.02	0	0.001
E0T301	6.04	0	0.001
E0T302	6.06	0	0.001
E0T303	6.08	0	0.001
E0T304	6.1	0	0.001
E0T305	6.12	0.27931	0.015858
E0T306	6.14	0.45411	0.020167
E0T307	6.16	0.56363	0.019544
E0T308	6.18	0.63232	0.017273
E0T309	6.2	0.67545	0.014879
E0T310	6.22	0.70255	0.012969
E0T311	6.24	0.71961	0.011672
E0T312	6.26	0.73035	0.010892
E0T313	6.28	0.73713	0.010466
E0T314	6.3	0.7414	0.010251
E0T315	6.32	0.7441	0.010149
E0T316	6.34	0.74581	0.010103
E0T317	6.36	0.74689	0.010085
E0T318	6.38	0.74757	0.010078
E0T319	6.4	0.74801	0.010077
E0T320	6.42	0.74828	0.010077
E0T321	6.44	0.74846	0.010078
E0T322	6.46	0.74857	0.010079
E0T323	6.48	0.74864	0.010079
E0T324	6.5	0.74868	0.01008
E0T325	6.52	0.74871	0.01008
E0T326	6.54	0.74873	0.01008
E0T327	6.56	0.74874	0.010081
E0T328	6.58	0.74875	0.010081
E0T329	6.6	0.74876	0.010081
E0T330	6.62	0.74876	0.010081
E0T331	6.64	0.74876	0.010081
E0T332	6.66	0.74876	0.010081
E0T333	6.68	0.74876	0.010081
E0T334	6.7	0.74876	0.010081
E0T335	6.72	0.74876	0.010081
E0T336	6.74	0.74876	0.010081
E0T337	6.76	0.74876	0.010081
E0T338	6.78	0.74876	0.010081
E0T339	6.8	0.74876	0.010081
E0T340	6.82	0.74876	0.010081
E0T341	6.84	0.74876	0.010081
E0T342	6.86	0.74876	0.010081
E0T343	6.88	0.74876	0.010081
E0T344	6.9	0.74876	0.010081
E0T345	6.92	0.74876	0.010081
E0T346	6.94	0.74876	0.010081
E0T347	6.96	0.74876	0.010081
E0T348	6.98	0.74876	0.010081
E0T349	7	0.74876	0.010081
E0T350	7.02	0.50023	0.021623
E0T351	7.04	0.33475	0.027562
E0T352	7.06	0.22439	0.027229
E0T353	7.08	0.15065	0.024089
E0T354	7.1	0.1013	0.020058
E0T355	7.12	0.068221	0.016082
E0T356	7.14	0.046013	0.01257
E0T357	7.16	0.031079	0.0096477
E0T358	7.18	0.021022	0.0073062
E0T359	7.2	0.01424	0.0054767
E0T360	7.22	0.0096586	0.004073
E0T361	7.24	0.00656	0.0030103
E0T362	7.26	0.0044614	0.0022138
E0T363	7.28	0.003038	0.0016216
E0T364	7.3	0.0020714	0.001184
E0T365	7.32	0.0014141	0.001
E0T366	7.34	0.00096652	0.001
E0T367	7.36	0.0006614	0.001
E0T368	7.38	0.00045314	0.001
E0T369	7.4	0.00031081	0.001
E0T370	7.42	0.00021343	0.001
E0T371	7.44	0.00014672	0.001
E0T372	7.46	0.00010097	0.001
E0T373	7.48	6.9563e-05	0.001
E0T374	7.5	4.7976e-05	0.001
E0T375	7.52	3.3122e-05	0.001
E0T376	7.54	2.2891e-05	0.001
E0T377	7.56	1.5836e-05	0.001
E0T378	7.58	1.0966e-05	0.001
E0T379	7.6	7.6012e-06	0.001
E0T380	7.62	5.274e-06	0.001
E0T381	7.64	3.6628e-06	0.001
E0T382	7.66	2.5462e-06	0.001
E0T383	7.68	1.7716e-06	0.001
E0T384	7.7	1.2338e-06	0.001
E0T385	7.72	8.6003e-07	0.001
E0T386	7.74	6.0003e-07	0.001
E0T387	7.76	4.1899e-07	0.001
E0T388	7.78	2.9283e-07	0.001
E0T389	7.8	2.0484e-07	0.001
E0T390	7.82	1.434e-07	0.001
E0T391	7.84	1.0048e-07	0.001
E0T392	7.86	7.0462e-08	0.001
E0T393	7.88	4.9452e-08	0.001
E0T394	7.9	3.4735e-08	0.001
E0T395	7.92	2.4417e-08	0.001
E0T396	7.94	1.7178e-08	0.001
E0T397	7.96	1.2094e-08	0.001
E0T398	7.98	8.5216e-09	0.001
E0T399	8	0	0.001
E0T400	8.02	0	0.001
E0T401	8.04	0	0.001
E0T402	8.06	0	0.001
E0T403	8.08	0	0.001
E0T404	8.1	0	0.001
E0T405	8.12	0.60727	0.018872
E0T406	8.14	0.8301	0.01567
E0T407	8.16	0.91207	0.01197
E0T408	8.18	0.9423	0.010498
E0T409	8.2	0.95348	0.01013
E0T410	8.22	0.95762	0.010064
E0T411	8.24	0.95916	0.010057
E0T412	8.26	0.95973	0.010059
E0T413	8.28	0.95995	0.01006
E0T414	8.3	0.96003	0.01006
E0T415	8.32	0.96006	0.010061
E0T416	8.34	0.96007	0.010061
E0T417	8.36	0.96007	0.010061
E0T418	8.38	0.96008	0.010061
E0T419	8.4	0.96008	0.010061
E0T420	8.42	0.96008	0.010061
E0T421	8.44	0.96008	0.010061
E0T422	8.46	0.96008	0.010061
E0T423	8.48	0.96008	0.010061
E0T424	8.5	0.96008	0.010061
E0T425	8.52	0.96008	0.010061
E0T426	8.54	0.96008	0.010061
E0T427	8.56	0.96008	0.010061
E0T428	8.58	0.96008	0.010061
E0T429	8.6	0.96008	0.010061
E0T430	8.62	0.96008	0.010061
E0T431	8.64	0.96008	0.010061
E0T432	8.66	0.96008	0.010061
E0T433	8.68	0.96008	0.010061
E0T434	8.7	0.96008	0.010061
E0T435	8.72	0.96008	0.010061
E0T436	8.74	0.96008	0.010061
E0T437	8.76	0.96008	0.010061
E0T438	8.78	0.96008	0.010061
E0T439	8.8	0.96008	0.010061
E0T440	8.82	0.96008	0.010061
E0T441	8.84	0.96008	0.010061
E0T442	8.86	0.96008	0.010061
E0T443	8.88	0.96008	0.010061
E0T444	8.9	0.96008	0.010061
E0T445	8.92	0.96008	0.010061
E0T446	8.94	0.96008	0.010061
E0T447	8.96	0.96008	0.010061
E0T448	8.98	0.96008	0.010061
E0T449	9	0.96008	0.010061
E0T450	9.02	0.6702	0.022939
E0T451	9.04	0.46835	0.030663
E0T452	9.06	0.32763	0.031707
E0T453	9.08	0.22942	0.029326
E0T454	9.1	0.16082	0.025505
E0T455	9.12	0.11284	0.021339
E0T456	9.14	0.07925	0.017389
E0T457	9.16	0.055714	0.013904
E0T458	9.18	0.039204	0.010961
E0T459	9.2	0.027612	0.0085462
E0T460	9.22	0.019465	0.0066065
E0T461	9.24	0.013735	0.0050718
E0T462	9.26	0.0096997	0.0038718
E0T463	9.28	0.006856	0.0029421
E0T464	9.3	0.0048502	0.0022271
E0T465	9.32	0.0034341	0.0016805
E0T466	9.34	0.0024335	0.0012646
E0T467	9.36	0.0017258	0.001
E0T468	9.38	0.0012249	0.001
E0T469	9.4	0.00087012	0.001
E0T470	9.42	0.00061857	0.001
E0T471	9.44	0.00044008	0.001
E0T472	9.46	0.00031333	0.001
E0T473	9.48	0.00022326	0.001
E0T474	9.5	0.0001592	0.001
E0T475	9.52	0.0001136	0.001
E0T476	9.54	8.1121e-05	0.001
E0T477	9.56	5.797e-05	0.001
E0T478	9.58	4.1455e-05	0.001
E0T479	9.6	2.9666e-05	0.001
E0T480	9.62	2.1244e-05	0.001
E0T481	9.64	1.5223e-05	0.001
E0T482	9.66	1.0916e-05	0.001
E0T483	9.68	7.8331e-06	0.001
E0T484	9.7	5.6244e-06	0.001
E0T485	9.72	4.0411e-06	0.001
E0T486	9.74	2.9053e-06	0.001
E0T487	9.76	2.0901e-06	0.001
E0T488	9.78	1.5046e-06	0.001
E0T489	9.8	1.0838e-06	0.001
E0T490	9.82	7.8113e-07	0.001
E0T491	9.84	5.6334e-07	0.001
E0T492	9.86	4.0651e-07	0.001
E0T493	9.88	2.9352e-07	0.001
E0T494	9.9	2.1206e-07	0.001
E0T495	9.92	1.5329e-07	0.001
E0T496	9.94	1.1088e-07	0.001
E0T497	9.96	8.0243e-08	0.001
E0T498	9.98	5.8105e-08	0.001
E0T499	10	0	0.001
E0T500	10.02	0	0.001
E0T501	10.04	0	0.001
E0T502	10.06	0	0.001
E0T503	10.08	0	0.001
E0T504	10.1	0	0.001
E0T505	10.12	0.86464	0.027244
E0T506	10.14	0.98094	0.0094564
E0T507	10.16	0.99719	0.0062981
E0T508	10.18	0.99955	0.0061192
E0T509	10.2	0.9999	0.0061134
E0T510	10.22	0.99995	0.0061134
E0T511	10.24	0.99996	0.0061135
E0T512	10.26	0.99996	0.0061135
E0T513	10.28	0.99996	0.0061135
E0T514	10.3	0.99996	0.0061135
E0T515	10.32	0.99996	0.0061135
E0T516	10.34	0.99996	0.0061135
E0T517	10.36	0.99996	0.0061135
E0T518	10.38	0.99996	0.0061135
E0T519	10.4	0.99996	0.0061135
E0T520	10.42	0.99996	0.0061135
E0T521	10.44	0.99996	0.0061135
E0T522	10.46	0.99996	0.0061135
E0T523	10.48	0.99996	0.0061135
E0T524	10.5	0.99996	0.0061135
E0T525	10.52	0.99996	0.0061135
E0T526	10.54	0.99996	0.0061135
E0T527	10.56	0.99996	0.0061135
E0T528	10.58	0.99996	0.0061135
E0T529	10.6	0.99996	0.0061135
E0T530	10.62	0.99996	0.0061135
E0T531	10.64	0.99996	0.0061135
E0T532	10.66	0.99996	0.0061135
E0T533	10.68	0.99996	0.0061135
E0T534	10.7	0.99996	0.0061135
E0T535	10.72	0.99996	0.0061135
E0T536	10.74	0.99996	0.0061135
E0T537	10.76	0.99996	0.0061135
E0T538	10.78	0.99996	0.0061135
E0T539	10.8	0.99996	0.0061135
E0T540	10.82	0.99996	0.0061135
E0T541	10.84	0.99996	0.0061135
E0T542	10.86	0.99996	0.0061135
E0T543	10.88	0.99996	0.0061135
E0T544	10.9	0.99996	0.0061135
E0T545	10.92	0.99996	0.0061135
E0T546	10.94	0.99996	0.0061135
E0T547	10.96	0.99996	0.0061135
E0T548	10.98	0.99996	0.0061135
E0T549	11	0.99996	0.0061135
E0T550	11.02	0.75655	0.015522
E0T551	11.04	0.57261	0.022619
E0T552	11.06	0.43355	0.025429
E0T553	11.08	0.32839	0.025535
E0T554	11.1	0.24883	0.024083
E0T555	11.12	0.18861	0.021829
E0T556	11.14	0.14302	0.019253
E0T557	11.16	0.10849	0.016645
E0T558	11.18	0.082328	0.014175
E0T559	11.2	0.062496	0.01193
E0T560	11.22	0.047459	0.0099453
E0T561	11.24	0.036052	0.0082272
E0T562	11.26	0.027397	0.0067624
E0T563	11.28	0.020826	0.0055286
E0T564	11.3	0.015837	0.0044992
E0T565	11.32	0.012048	0.0036471
E0T566	11.34	0.0091679	0.0029464
E0T567	11.36	0.0069789	0.0023734
E0T568	11.38	0.0053143	0.0019068
E0T569	11.4	0.0040481	0.0015285
E0T570	11.42	0.0030846	0.0012228
E0T571	11.44	0.0023512	0.001
E0T572	11.46	0.0017928	0.001
E0T573	11.48	0.0013674	0.001
E0T574	11.5	0.0010433	0.001
E0T575	11.52	0.0007963	0.001
E0T576	11.54	0.00060796	0.001
E0T577	11.56	0.00046431	0.001
E0T578	11.58	0.00035471	0.001
E0T579	11.6	0.00027107	0.001
E0T580	11.62	0.00020721	0.001
E0T581	11.64	0.00015845	0.001
E0T582	11.66	0.0001212	0.001
E0T583	11.68	9.2732e-05	0.001
E0T584	11.7	7.0974e-05	0.001
E0T585	11.72	5.4337e-05	0.001
E0T586	11.74	4.1613e-05	0.001
E0T587	11.76	3.1878e-05	0.001
E0T588	11.78	2.4427e-05	0.001
E0T589	11.8	1.8723e-05	0.001
E0T590	11.82	1.4356e-05	0.001
E0T591	11.84	1.101e-05	0.001
E0T592	11.86	8.4465e-06	0.001
E0T593	11.88	6.4818e-06	0.001
E0T594	11.9	4.9754e-06	0.001
E0T595	11.92	3.8202e-06	0.001
E0T596	11.94	2.9341e-06	0.001
E0T597	11.96	2.2541e-06	0.001
E0T598	11.98	1.7322e-06	0.001
E0T599	12	0	0.001
E0T600	12.02	0	0.001
E0T601	12.04	0	0.001
E0T602	12.06	0	0.001
E0T603	12.08	0	0.001
E0T604	12.1	0	0.001
E0T605	12.12	0.86462	0.027296
E0T606	12.14	0.98095	0.0094336
E0T607	12.16	0.99723	0.0062505
E0T608	12.18	0.99958	0.0060715
E0T609	12.2	0.99994	0.0060662
E0T610	12.22	0.99999	0.0060663
E0T611	12.24	1	0.0060664
E0T612	12.26	1	0.0060664
E0T613	12.28	1	0.0060664
E0T614	12.3	1	0.0060664
E0T615	12.32	1	0.0060664
E0T616	12.34	1	0.0060664
E0T617	12.36	1	0.0060664
E0T618	12.38	1	0.0060664
E0T619	12.4	1	0.0060664
E0T620	12.42	1	0.0060664
E0T621	12.44	1	0.0060664
E0T622	12.46	1	0.0060664
E0T623	12.48	1	0.0060664
E0T624	12.5	1	0.0060664
E0T625	12.52	1	0.0060664
E0T626	12.54	1	0.0060664
E0T627	12.56	1	0.0060664
E0T628	12.58	1	0.0060664
E0T629	12.6	1	0.0060664
E0T630	12.62	1	0.0060664
E0T631	12.64	1	0.0060664
E0T632	12.66	1	0.0060664
E0T633	12.68	1	0.0060664
E0T634	12.7	1	0.0060664
E0T635	12.72	1	0.0060664
E0T636	12.74	1	0.0060664
E0T637	12.76	1	0.0060664
E0T638	12.78	1	0.0060664
E0T639	12.8	1	0.0060664
E0T640	12.82	1	0.0060664
E0T641	12.84	1	0.0060664
E0T642	12.86	1	0.0060664
E0T643	12.88	1	0.0060664
E0T644	12.9	1	0.0060664
E0T645	12.92	1	0.0060664
E0T646	12.94	1	0.0060664
E0T647	12.96	1	0.0060664
E0T648	12.98	1	0.0060664
E0T649	13	1	0.0060664
E0T650	13.02	0.77601	0.026094
E0T651	13.04	0.60285	0.03953
E0T652	13.06	0.46882	0.045451
E0T653	13.08	0.36497	0.046613
E0T654	13.1	0.28441	0.044921
E0T655	13.12	0.22185	0.04164
E0T656	13.14	0.17322	0.037594
	13.16	0.13537	0.033304
	13.18	0.10589	0.02909
	13.2	0.082906	0.025133
	13.22	0.064966	0.021528
	13.24	0.050951	0.018314
	13.26	0.039993	0.015493
	13.28	0.031417	0.013046
	13.3	0.0247	0.010943
	13.32	0.019434	0.0091501
	13.34	0.015303	0.00763
	13.36	0.012059	0.0063478
	13.38	0.0095097	0.0052707
	13.4	0.0075048	0.0043691
	13.42	0.0059268	0.0036166
	13.44	0.0046838	0.00299
	13.46	0.0037041	0.0024695
	13.48	0.0029313	0.0020377
	13.5	0.0023213	0.0016802
	13.52	0.0018394	0.0013845
	13.54	0.0014585	0.0011402
	13.56	0.0011572	0.001
	13.58	0.00091872	0.001
	13.6	0.00072983	0.001
	13.62	0.00058013	0.001
	13.64	0.00046141	0.001
	13.66	0.0003672	0.001
	13.68	0.00029239	0.001
	13.7	0.00023296	0.001
	13.72	0.00018571	0.001
	13.74	0.00014812	0.001
	13.76	0.00011821	0.001
	13.78	9.4389e-05	0.001
	13.8	7.5408e-05	0.001
	13.82	6.0276e-05	0.001
	13.84	4.8205e-05	0.001
	13.86	3.8571e-05	0.001
	13.88	3.0878e-05	0.001
	13.9	2.4731e-05	0.001
	13.92	1.9818e-05	0.001
	13.94	1.5889e-05	0.001
	13.96	1.2744e-05	0.001
	13.98	1.0227e-05	0.001
	14	8.211e-06	0.001
