!!SBtab	SBtabVersion='1.0'  TableType='QuantityMatrix'  TableName='E11'  TableTitle=''  Document='MGluR'		
!TimePoint	!Time	>Y7	SD_Y7
E11T0	0	0	0.5
E11T1	0.1	0	0.5
E11T2	0.2	0	0.5
E11T3	0.3	0	0.5
E11T4	0.4	0	0.5
E11T5	0.5	0	0.5
E11T6	0.6	0	0.5
E11T7	0.7	0	0.5
E11T8	0.8	0	0.5
E11T9	0.9	0	0.5
E11T10	1	0	0.5
E11T11	1.1	0	0.5
E11T12	1.2	0	0.5
E11T13	1.3	0	0.5
E11T14	1.4	0	0.5
E11T15	1.5	0	0.5
E11T16	1.6	0	0.5
E11T17	1.7	0	0.5
E11T18	1.8	0	0.5
E11T19	1.9	0	0.5
E11T20	2	0	0.5
E11T21	2.1	0	0.5
E11T22	2.2	0	0.5
E11T23	2.3	0	0.5
E11T24	2.4	0	0.5
E11T25	2.5	0	0.5
E11T26	2.6	0	0.5
E11T27	2.7	0	0.5
E11T28	2.8	0	0.5
E11T29	2.9	0	0.5
E11T30	3	0	0.5
E11T31	3.1	0	0.5
E11T32	3.2	0	0.5
E11T33	3.3	0	0.5
E11T34	3.4	0	0.5
E11T35	3.5	0	0.5
E11T36	3.6	0	0.5
E11T37	3.7	0	0.5
E11T38	3.8	0	0.5
E11T39	3.9	0	0.5
E11T40	4	0	0.5
E11T41	4.1	0	0.5
E11T42	4.2	0	0.5
E11T43	4.3	0	0.5
E11T44	4.4	0	0.5
E11T45	4.5	0	0.5
E11T46	4.6	0	0.5
E11T47	4.7	0	0.5
E11T48	4.8	0	0.5
E11T49	4.9	0	0.5
E11T50	30	0	0.5
E11T51	30.1	0	0.5
E11T52	30.2	0	0.5
E11T53	30.3	0	0.5
E11T54	30.4	0	0.5
E11T55	30.5	0	0.5
E11T56	30.6	0	0.5
E11T57	30.7	0	0.5
E11T58	30.8	0	0.5
E11T59	30.9	0	0.5
E11T60	31	0	0.5
E11T61	31.1	0	0.5
E11T62	31.2	0	0.5
E11T63	31.3	0	0.5
E11T64	31.4	0	0.5
E11T65	31.5	0	0.5
E11T66	31.6	0	0.5
E11T67	31.7	0	0.5
E11T68	31.8	0	0.5
E11T69	31.9	0	0.5
E11T70	32	0	0.5
E11T71	32.1	0	0.5
E11T72	32.2	0	0.5
E11T73	32.3	0	0.5
E11T74	32.4	0	0.5
E11T75	32.5	0	0.5
E11T76	32.6	0	0.5
E11T77	32.7	0	0.5
E11T78	32.8	0	0.5
E11T79	32.9	0	0.5
E11T80	33	0	0.5
E11T81	33.1	0	0.5
E11T82	33.2	0	0.5
E11T83	33.3	0	0.5
E11T84	33.4	0	0.5
E11T85	33.5	0	0.5
E11T86	33.6	0	0.5
E11T87	33.7	0	0.5
E11T88	33.8	0	0.5
E11T89	33.9	0	0.5
E11T90	34	0	0.5
E11T91	34.1	0	0.5
E11T92	34.2	0	0.5
E11T93	34.3	0	0.5
E11T94	34.4	0	0.5
E11T95	34.5	0	0.5
E11T96	34.6	0	0.5
E11T97	34.7	0	0.5
E11T98	34.8	0	0.5
E11T99	34.9	0	0.5
E11T100	60	0.26473	0.5
E11T101	60.1	0.26473	0.5
E11T102	60.2	0.26473	0.5
E11T103	60.3	0.26473	0.5
E11T104	60.4	0.26473	0.5
E11T105	60.5	0.26473	0.5
E11T106	60.6	0.26473	0.5
E11T107	60.7	0.26473	0.5
E11T108	60.8	0.26473	0.5
E11T109	60.9	0.26473	0.5
E11T110	61	0.26473	0.5
E11T111	61.1	0.26473	0.5
E11T112	61.2	0.26473	0.5
E11T113	61.3	0.26473	0.5
E11T114	61.4	0.26473	0.5
E11T115	61.5	0.26473	0.5
E11T116	61.6	0.26473	0.5
E11T117	61.7	0.26473	0.5
E11T118	61.8	0.26473	0.5
E11T119	61.9	0.26473	0.5
E11T120	62	0.26473	0.5
E11T121	62.1	0.26473	0.5
E11T122	62.2	0.26473	0.5
E11T123	62.3	0.26473	0.5
E11T124	62.4	0.26473	0.5
E11T125	62.5	0.26473	0.5
E11T126	62.6	0.26473	0.5
E11T127	62.7	0.26473	0.5
E11T128	62.8	0.26473	0.5
E11T129	62.9	0.26473	0.5
E11T130	63	0.26473	0.5
E11T131	63.1	0.26473	0.5
E11T132	63.2	0.26473	0.5
E11T133	63.3	0.26473	0.5
E11T134	63.4	0.26473	0.5
E11T135	63.5	0.26473	0.5
E11T136	63.6	0.26473	0.5
E11T137	63.7	0.26473	0.5
E11T138	63.8	0.26473	0.5
