!!SBtab	SBtabVersion='1.0'  TableType='QuantityMatrix'  TableName='E20'  TableTitle=''  Document='MGluR'										
!TimePoint	!Time	>Y10	SD_Y10								
E20T0	0	1	0.001						1	1	0.0079154
E20T1	1	1	0.001						1		
E20T2	2	1	0.001						1		
E20T3	3	1	0.001						1		
E20T4	4	1	0.001						1		
E20T5	5	1	0.001						1		
E20T6	6	1	0.001						1		
E20T7	7	1	0.001						1		
E20T8	8	1	0.001						1		
E20T9	9	1	0.001						1		
E20T10	10	1	0.001						1		
E20T11	11	1	0.001						1		
E20T12	12	1	0.001						1		
E20T13	13	1	0.001						1		
E20T14	14	1	0.001						1		
E20T15	15	1	0.001						1		
E20T16	16	1	0.001						1		
E20T17	17	1	0.001						1		
E20T18	18	1	0.001						1		
E20T19	19	1	0.001						1		
E20T20	20	1	0.001						1		
E20T21	21	0.83277	0.050099						0.83143		
E20T22	22	0.36131	0.036686						0.35621		
E20T23	23	0.15752	0.025018						0.1508		
E20T24	24	0.069003	0.01493						0.061574		
E20T25	25	0.030364	0.0084058						0.022628		
E20T26	26	0.01342	0.0047956						0.0055489		
E20T27	27	0.0059568	0.0027863						-0.0019742		
E20T28	28	0.0026549	0.0015407						-0.0053025		
E20T29	29	0.0011879	0.001						-0.0067812		
E20T30	30	0.00053354	0.001						-0.0074408		
E20T31	31	0.00024047	0.001						-0.0077362		
E20T32	32	0.00010872	0.001						-0.007869		
E20T33	33	4.9261e-05	0.001						-0.0079289		
E20T34	34	2.2334e-05	0.001						-0.0079561		
E20T35	35	1.0096e-05	0.001						-0.0079684		
E20T36	36	4.5153e-06	0.001						-0.007974		
E20T37	37	1.9616e-06	0.001						-0.0079766		
E20T38	38	7.8927e-07	0.001						-0.0079778		
E20T39	39	2.4939e-07	0.001						-0.0079783		
E20T40	40	0	0.001						-0.0079786		
E20T41	41	0.00023551	0.001						-0.0077412		
E20T42	42	0.00090756	0.0013691						-0.0070638		
E20T43	43	0.0021063	0.003968						-0.0058555		
E20T44	44	0.0038642	0.0078788						-0.0040836		
E20T45	45	0.0062657	0.012851						-0.0016629		
E20T46	46	0.0094702	0.019568						0.0015672		
E20T47	47	0.013447	0.026956						0.0055762		
E20T48	48	0.018322	0.035122						0.010489		
E20T49	49	0.024099	0.043334						0.016313		
E20T50	50	0.030936	0.052013						0.023204		
E20T51	51	0.038686	0.060455						0.031016		
E20T52	52	0.047454	0.068948						0.039854		
E20T53	53	0.057105	0.076781						0.049582		
E20T54	54	0.067624	0.084198						0.060185		
E20T55	55	0.078975	0.091335						0.071627		
E20T56	56	0.090972	0.097807						0.083719		
E20T57	57	0.10357	0.10368						0.096419		
E20T58	58	0.11669	0.10905						0.10964		
E20T59	59	0.13015	0.11368						0.12321		
E20T60	60	0.14385	0.11771						0.13702		
E20T61	61	0.15775	0.12133						0.15103		
E20T62	62	0.1717	0.12443						0.16509		
E20T63	63	0.18573	0.12729						0.17923		
E20T64	64	0.19961	0.12958						0.19322		
E20T65	65	0.21339	0.13159						0.20712		
E20T66	66	0.22699	0.13335						0.22083		
E20T67	67	0.24041	0.1349						0.23435		
