!!SBtab	SBtabVersion='1.0'  TableType='QuantityMatrix'  TableName='E15'  TableTitle=''  Document='MGluR'		
!TimePoint	!Time	>Y8	SD_Y8
E15T0	0	1	1
E15T1	0.1	1	1
E15T2	0.2	1	1
E15T3	0.3	1	1
E15T4	0.4	1	1
E15T5	0.5	1	1
E15T6	0.6	1	1
E15T7	0.7	1	1
E15T8	0.8	1	1
E15T9	0.9	1	1
E15T10	1	1	1
E15T11	1.1	1	1
E15T12	1.2	1	1
E15T13	1.3	1	1
E15T14	1.4	1	1
E15T15	1.5	1	1
E15T16	1.6	1	1
E15T17	1.7	1	1
E15T18	1.8	1	1
E15T19	1.9	1	1
E15T20	2	1	1
E15T21	2.1	1	1
E15T22	2.2	1	1
E15T23	2.3	1	1
E15T24	2.4	1	1
E15T25	2.5	1	1
E15T26	2.6	1	1
E15T27	2.7	1	1
E15T28	2.8	1	1
E15T29	2.9	1	1
E15T30	3	1	1
E15T31	3.1	1	1
E15T32	3.2	1	1
E15T33	3.3	1	1
E15T34	3.4	1	1
E15T35	3.5	1	1
E15T36	3.6	1	1
E15T37	3.7	1	1
E15T38	3.8	1	1
E15T39	3.9	1	1
E15T40	4	1	1
E15T41	4.1	1	1
E15T42	4.2	1	1
E15T43	4.3	1	1
E15T44	4.4	1	1
E15T45	4.5	1	1
E15T46	4.6	1	1
E15T47	4.7	1	1
E15T48	4.8	1	1
E15T49	4.9	1	1
E15T50	100	0.97424	0.23
E15T51	100.1	0.97424	0.23
E15T52	100.2	0.97424	0.23
E15T53	100.3	0.97424	0.23
E15T54	100.4	0.97424	0.23
E15T55	100.5	0.97424	0.23
E15T56	100.6	0.97424	0.23
E15T57	100.7	0.97424	0.23
E15T58	100.8	0.97424	0.23
E15T59	100.9	0.97424	0.23
E15T60	101	0.97424	0.23
E15T61	101.1	0.97424	0.23
E15T62	101.2	0.97424	0.23
E15T63	101.3	0.97424	0.23
E15T64	101.4	0.97424	0.23
E15T65	101.5	0.97424	0.23
E15T66	101.6	0.97424	0.23
E15T67	101.7	0.97424	0.23
E15T68	101.8	0.97424	0.23
E15T69	101.9	0.97424	0.23
E15T70	102	0.97424	0.23
E15T71	102.1	0.97424	0.23
E15T72	102.2	0.97424	0.23
E15T73	102.3	0.97424	0.23
E15T74	102.4	0.97424	0.23
E15T75	102.5	0.97424	0.23
E15T76	102.6	0.97424	0.23
E15T77	102.7	0.97424	0.23
E15T78	102.8	0.97424	0.23
E15T79	102.9	0.97424	0.23
E15T80	103	0.97424	0.23
E15T81	103.1	0.97424	0.23
E15T82	103.2	0.97424	0.23
E15T83	103.3	0.97424	0.23
E15T84	103.4	0.97424	0.23
E15T85	103.5	0.97424	0.23
E15T86	103.6	0.97424	0.23
E15T87	103.7	0.97424	0.23
E15T88	103.8	0.97424	0.23
E15T89	103.9	0.97424	0.23
E15T90	104	0.97424	0.23
E15T91	104.1	0.97424	0.23
E15T92	104.2	0.97424	0.23
E15T93	104.3	0.97424	0.23
E15T94	104.4	0.97424	0.23
E15T95	200	0.71897	0.76428
E15T96	200.1	0.71897	0.76428
E15T97	200.2	0.71897	0.76428
E15T98	200.3	0.71897	0.76428
E15T99	200.4	0.71897	0.76428
E15T100	200.5	0.71897	0.76428
E15T101	200.6	0.71897	0.76428
E15T102	200.7	0.71897	0.76428
E15T103	200.8	0.71897	0.76428
E15T104	200.9	0.71897	0.76428
E15T105	201	0.71897	0.76428
E15T106	201.1	0.71897	0.76428
E15T107	201.2	0.71897	0.76428
E15T108	201.3	0.71897	0.76428
E15T109	201.4	0.71897	0.76428
E15T110	201.5	0.71897	0.76428
E15T111	201.6	0.71897	0.76428
E15T112	201.7	0.71897	0.76428
