!!SBtab	SBtabVersion='1.0'  TableType='QuantityMatrix'  TableName='E24'  TableTitle=''  Document='MGluR'														
!TimePoint	!Time	>Y3	SD_Y3	>Y5	SD_Y5	>Y6	SD_Y6	>Y7	SD_Y7	>Y10	SD_Y10	>Y13	SD_Y13	>Y14	SD_Y14
E24T0	0	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T1	1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T2	2	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T3	3	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T4	4	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T5	5	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T6	6	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T7	7	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T8	8	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T9	9	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T10	10	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T11	11	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T12	12	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T13	13	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T14	14	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T15	15	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T16	16	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T17	17	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T18	18	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T19	19	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T20	20	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T21	21	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T22	22	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T23	23	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T24	24	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T25	25	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T26	26	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T27	27	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T28	28	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T29	29	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T30	30	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T31	31	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T32	32	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T33	33	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
E24T34	34	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1
